,",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28"
699,"699,P,0.22346368715083798,0.2245810055865922,0.2212290502793296,0.23128491620111732,0.2245810055865922,0.2324022346368715,0.2346368715083799,0.2558659217877095,0.2446927374301676,0.2223463687150838,0.23687150837988827,0.23798882681564246,0.24581005586592178,0.2536312849162011,0.24022346368715083,0.24804469273743016,0.22569832402234638,0.2435754189944134,0.22793296089385476,0.23910614525139665,0.21787709497206703,0.23128491620111732,0.9865921787709497,0.9966480446927374,0.0,,,"
700,"700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
701,"701,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
702,"702,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,"
703,"703,14,1,H2060228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:09,,,,,,,,,,,,,,,,,"
704,"704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
705,"705,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
706,"706,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
707,"707,14,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
708,"708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
709,"709,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
710,"710,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
711,"711,A,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
712,"712,B,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
713,"713,C,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
714,"714,D,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
715,"715,E,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
716,"716,F,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
717,"717,G,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
718,"718,H,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
719,"719,I,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
720,"720,J,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
721,"721,K,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
722,"722,L,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
723,"723,M,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
724,"724,N,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
725,"725,O,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
726,"726,P,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,"
727,"727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
728,"728,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
729,"729,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,"
730,"730,14,1,H2060228,14.01,17.43,17.52,39.5,39.8,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:09,,,,,,,,,,,,"
731,"731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
732,"732,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
733,"733,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
734,"734,14,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
735,"735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
736,"736,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,"
737,"737,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
738,"738,A,0.20432432432432432,0.1935135135135135,0.1989189189189189,0.2064864864864865,0.2118918918918919,0.21297297297297296,0.21945945945945947,0.22162162162162163,0.23135135135135135,0.22378378378378377,0.21837837837837837,0.21945945945945947,0.21081081081081082,0.21945945945945947,0.21297297297297296,0.21621621621621623,0.2064864864864865,0.21837837837837837,0.21837837837837837,0.22054054054054054,0.2118918918918919,0.20540540540540542,0.7513513513513513,0.8875675675675676,0.0,,,"
739,"739,B,0.19135135135135134,0.20432432432432432,0.2118918918918919,0.22054054054054054,0.2172972972972973,0.20432432432432432,0.21513513513513513,0.23351351351351352,0.2410810810810811,0.23027027027027028,0.21621621621621623,0.21297297297297296,0.22918918918918918,0.21513513513513513,0.21513513513513513,0.21621621621621623,0.2172972972972973,0.23459459459459459,0.20756756756756756,0.22486486486486487,0.20324324324324325,0.21297297297297296,0.7491891891891892,0.7643243243243243,0.0,,,"
740,"740,C,0.20540540540540542,0.19567567567567568,0.20324324324324325,0.20972972972972972,0.2118918918918919,0.21621621621621623,0.22054054054054054,0.20972972972972972,0.22486486486486487,0.23135135135135135,0.24756756756756756,0.22378378378378377,0.23891891891891892,0.23135135135135135,0.21405405405405406,0.22486486486486487,0.22702702702702704,0.1643243243243243,0.22054054054054054,0.21837837837837837,0.21405405405405406,0.22594594594594594,0.7016216216216217,0.7881081081081082,0.0,,,"
741,"741,D,0.21297297297297296,0.20756756756756756,0.20540540540540542,0.20972972972972972,0.20864864864864865,0.20108108108108108,0.24216216216216216,0.22702702702702704,0.24,0.24324324324324326,0.23027027027027028,0.2454054054054054,0.24432432432432433,0.2227027027027027,0.23891891891891892,0.23459459459459459,0.23891891891891892,0.22054054054054054,0.21621621621621623,0.23243243243243245,0.23351351351351352,0.2227027027027027,0.7102702702702702,0.7805405405405406,0.0,,,"
742,"742,E,0.2410810810810811,0.22918918918918918,0.23459459459459459,0.23243243243243245,0.24432432432432433,0.2410810810810811,0.2464864864864865,0.23567567567567568,0.26054054054054054,0.2464864864864865,0.25513513513513514,0.2616216216216216,0.2464864864864865,0.2875675675675676,0.267027027027027,0.2616216216216216,0.2583783783783784,0.24,0.2681081081081081,0.2518918918918919,0.23891891891891892,0.24972972972972973,0.798918918918919,0.8432432432432433,0.0,,,"
743,"743,F,0.21945945945945947,0.23135135135135135,0.24972972972972973,0.2227027027027027,0.2583783783783784,0.2464864864864865,0.2648648648648649,0.252972972972973,0.2616216216216216,0.2745945945945946,0.2594594594594595,0.27675675675675676,0.27783783783783783,0.27783783783783783,0.2702702702702703,0.24216216216216216,0.2756756756756757,0.24,0.2518918918918919,0.24972972972972973,0.2616216216216216,0.25513513513513514,0.88,0.8562162162162162,0.0,,,"
744,"744,G,0.20756756756756756,0.23675675675675675,0.21621621621621623,0.24,0.22918918918918918,0.23783783783783785,0.2572972972972973,0.24216216216216216,0.24,0.2518918918918919,0.24972972972972973,0.267027027027027,0.23675675675675675,0.2691891891891892,0.25513513513513514,0.27783783783783783,0.2518918918918919,0.2454054054054054,0.2637837837837838,0.2410810810810811,0.22486486486486487,0.24,0.8897297297297297,0.88,0.0,,,"
745,"745,H,0.22378378378378377,0.23243243243243245,0.23459459459459459,0.24756756756756756,0.25513513513513514,0.23243243243243245,0.23891891891891892,0.24216216216216216,0.2627027027027027,0.2691891891891892,0.24756756756756756,0.25513513513513514,0.2637837837837838,0.2637837837837838,0.2594594594594595,0.2745945945945946,0.24324324324324326,0.25405405405405407,0.24432432432432433,0.25513513513513514,0.24972972972972973,0.24756756756756756,0.9221621621621622,0.8032432432432433,0.0,,,"
746,"746,I,0.22594594594594594,0.21945945945945947,0.20864864864864865,0.23135135135135135,0.23459459459459459,0.24216216216216216,0.23351351351351352,0.23567567567567568,0.252972972972973,0.3016216216216216,0.24972972972972973,0.23567567567567568,0.24432432432432433,0.2518918918918919,0.24324324324324326,0.23783783783783785,0.23567567567567568,0.2410810810810811,0.252972972972973,0.2172972972972973,0.24,0.23783783783783785,0.8745945945945945,0.8281081081081081,0.0,,,"
747,"747,J,0.21405405405405406,0.17513513513513512,0.2118918918918919,0.20864864864864865,0.23567567567567568,0.22162162162162163,0.23243243243243245,0.2281081081081081,0.24324324324324326,0.2562162162162162,0.24216216216216216,0.24324324324324326,0.2410810810810811,0.2464864864864865,0.24864864864864866,0.252972972972973,0.21837837837837837,0.23135135135135135,0.23243243243243245,0.2410810810810811,0.2227027027027027,0.2464864864864865,0.8194594594594594,0.8151351351351351,0.0,,,"
748,"748,K,0.2064864864864865,0.20972972972972972,0.22054054054054054,0.23675675675675675,0.23351351351351352,0.23783783783783785,0.2172972972972973,0.23135135135135135,0.25405405405405407,0.24756756756756756,0.25513513513513514,0.24972972972972973,0.2518918918918919,0.252972972972973,0.23783783783783785,0.26054054054054054,0.21945945945945947,0.23459459459459459,0.2508108108108108,0.2508108108108108,0.23567567567567568,0.22054054054054054,0.9124324324324324,0.8583783783783784,0.0,,,"
749,"749,L,0.2227027027027027,0.2281081081081081,0.21513513513513513,0.20864864864864865,0.22486486486486487,0.24,0.2410810810810811,0.23567567567567568,0.2508108108108108,0.24864864864864866,0.24324324324324326,0.2281081081081081,0.2410810810810811,0.23027027027027028,0.26594594594594595,0.22918918918918918,0.23891891891891892,0.24216216216216216,0.23351351351351352,0.23783783783783785,0.24432432432432433,0.2227027027027027,0.8832432432432432,0.9145945945945946,0.0,,,"
750,"750,M,0.19675675675675675,0.21513513513513513,0.21513513513513513,0.23891891891891892,0.21945945945945947,0.21405405405405406,0.2518918918918919,0.2410810810810811,0.2572972972972973,0.2464864864864865,0.24,0.24756756756756756,0.24756756756756756,0.24756756756756756,0.23567567567567568,0.24324324324324326,0.24216216216216216,0.23135135135135135,0.23567567567567568,0.23351351351351352,0.23243243243243245,0.2281081081081081,0.9221621621621622,0.9545945945945946,0.0,,,"
751,"751,N,0.2064864864864865,0.20756756756756756,0.2227027027027027,0.20432432432432432,0.23135135135135135,0.21837837837837837,0.23027027027027028,0.22594594594594594,0.2118918918918919,0.22702702702702704,0.23243243243243245,0.23351351351351352,0.23027027027027028,0.23783783783783785,0.22594594594594594,0.23459459459459459,0.2518918918918919,0.23027027027027028,0.22486486486486487,0.2637837837837838,0.22594594594594594,0.22378378378378377,0.8702702702702703,0.8994594594594595,0.0,,,"
752,"752,O,0.21945945945945947,0.21513513513513513,0.20756756756756756,0.22702702702702704,0.22702702702702704,0.22378378378378377,0.23135135135135135,0.22162162162162163,0.22378378378378377,0.23027027027027028,0.2410810810810811,0.23783783783783785,0.23135135135135135,0.2454054054054054,0.24432432432432433,0.22918918918918918,0.2281081081081081,0.23675675675675675,0.24972972972972973,0.23459459459459459,0.2227027027027027,0.2281081081081081,0.918918918918919,1.0,0.0,,,"
753,"753,P,0.19027027027027027,0.2064864864864865,0.21513513513513513,0.20864864864864865,0.22594594594594594,0.19783783783783784,0.22594594594594594,0.21405405405405406,0.21081081081081082,0.22054054054054054,0.22702702702702704,0.21945945945945947,0.21621621621621623,0.21621621621621623,0.23675675675675675,0.20432432432432432,0.22918918918918918,0.22162162162162163,0.21837837837837837,0.21837837837837837,0.20864864864864865,0.21081081081081082,0.9081081081081082,0.9059459459459459,0.0,,,"
754,"754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
755,"755,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
756,"756,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,"
757,"757,15,1,H2060230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:10,,,,,,,,,,,,,,,,,"
758,"758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
759,"759,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
760,"760,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
761,"761,15,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
762,"762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
763,"763,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
764,"764,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
765,"765,A,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
766,"766,B,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
767,"767,C,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
768,"768,D,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
769,"769,E,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
770,"770,F,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
771,"771,G,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
772,"772,H,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
773,"773,I,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
774,"774,J,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
775,"775,K,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
776,"776,L,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
777,"777,M,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
778,"778,N,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
779,"779,O,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
780,"780,P,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,"
781,"781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
782,"782,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
783,"783,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,"
784,"784,15,1,H2060230,14.01,17.52,17.52,40,39.8,17.82,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:10,,,,,,,,,,,,"
785,"785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
786,"786,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
787,"787,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
788,"788,15,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
789,"789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
790,"790,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,"
791,"791,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
792,"792,A,0.2229299363057325,0.2089171974522293,0.2445859872611465,0.2535031847133758,0.23057324840764332,0.26878980891719745,0.2522292993630573,0.2624203821656051,0.24203821656050956,0.2522292993630573,0.2713375796178344,0.25095541401273885,0.2573248407643312,0.26496815286624203,0.24968152866242038,0.2522292993630573,0.25605095541401274,0.26496815286624203,0.24713375796178344,0.2522292993630573,0.25605095541401274,0.23312101910828026,0.8662420382165605,0.8560509554140128,0.0,,,"
793,"793,B,0.2318471337579618,0.2267515923566879,0.2484076433121019,0.2522292993630573,0.26369426751592356,0.2700636942675159,0.2700636942675159,0.2522292993630573,0.267515923566879,0.25987261146496815,0.2840764331210191,0.2700636942675159,0.27261146496815286,0.2751592356687898,0.30318471337579617,0.2713375796178344,0.2802547770700637,0.26369426751592356,0.2484076433121019,0.24585987261146497,0.2484076433121019,0.23821656050955414,0.7936305732484077,0.7859872611464969,0.0,,,"
794,"794,C,0.2318471337579618,0.24203821656050956,0.2445859872611465,0.2535031847133758,0.2522292993630573,0.2713375796178344,0.27770700636942675,0.2535031847133758,0.2789808917197452,0.27388535031847133,0.28535031847133757,0.2751592356687898,0.289171974522293,0.29554140127388534,0.27770700636942675,0.27261146496815286,0.2700636942675159,0.2789808917197452,0.24076433121019108,0.24713375796178344,0.26369426751592356,0.267515923566879,0.7910828025477707,0.802547770700637,0.0,,,"
795,"795,D,0.26878980891719745,0.24585987261146497,0.24585987261146497,0.2484076433121019,0.24331210191082803,0.27770700636942675,0.2764331210191083,0.2573248407643312,0.2713375796178344,0.2764331210191083,0.2751592356687898,0.2840764331210191,0.2968152866242038,0.28535031847133757,0.2713375796178344,0.27388535031847133,0.289171974522293,0.27261146496815286,0.22802547770700637,0.2662420382165605,0.26496815286624203,0.24713375796178344,0.8573248407643312,0.7095541401273885,0.0,,,"
796,"796,E,0.267515923566879,0.2980891719745223,0.2802547770700637,0.2917197452229299,0.29044585987261146,0.3070063694267516,0.310828025477707,0.3095541401273885,0.29044585987261146,0.29554140127388534,0.3363057324840764,0.31210191082802546,0.3095541401273885,0.32101910828025476,0.3286624203821656,0.31210191082802546,0.32101910828025476,0.31337579617834393,0.2980891719745223,0.28662420382165604,0.30318471337579617,0.29426751592356687,0.8815286624203822,0.9248407643312102,0.0,,,"
797,"797,F,0.2624203821656051,0.2764331210191083,0.29044585987261146,0.27770700636942675,0.2802547770700637,0.29426751592356687,0.29554140127388534,0.32101910828025476,0.31337579617834393,0.33375796178343947,0.3235668789808917,0.31337579617834393,0.31719745222929935,0.31719745222929935,0.3464968152866242,0.27261146496815286,0.3159235668789809,0.310828025477707,0.31337579617834393,0.30445859872611464,0.28152866242038216,0.29426751592356687,0.9834394904458599,0.8751592356687898,0.0,,,"
798,"798,G,0.24585987261146497,0.267515923566879,0.2751592356687898,0.2700636942675159,0.2624203821656051,0.3095541401273885,0.30445859872611464,0.28152866242038216,0.2980891719745223,0.2878980891719745,0.2929936305732484,0.29044585987261146,0.2917197452229299,0.2929936305732484,0.2917197452229299,0.2968152866242038,0.29554140127388534,0.3057324840764331,0.29554140127388534,0.2929936305732484,0.4713375796178344,0.26496815286624203,0.8968152866242038,0.8853503184713376,0.0,,,"
799,"799,H,0.2624203821656051,0.2802547770700637,0.2802547770700637,0.2662420382165605,0.29044585987261146,0.28280254777070063,0.29426751592356687,0.2789808917197452,0.31210191082802546,0.31337579617834393,0.2968152866242038,0.30445859872611464,0.3070063694267516,0.2878980891719745,0.30828025477707005,0.2980891719745223,0.30318471337579617,0.31719745222929935,0.28152866242038216,0.2713375796178344,0.2840764331210191,0.2980891719745223,0.9821656050955414,0.8840764331210191,0.0,,,"
